tweet_id,timestamp,name,rating,dog_stage,favorite_count,retweet_count,jpg_url,img_num,breed_prediction,confidence_level
892177421306343426,2017-08-01 00:17:27,Tilly,13,None,32134,5989,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,32
891815181378084864,2017-07-31 00:18:03,Archie,12,None,24225,3959,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,71
891327558926688256,2017-07-29 16:00:24,Franklin,12,None,38908,8914,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,Basset,55
891087950875897856,2017-07-29 00:08:17,None,13,None,19558,2966,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake_Bay_Retriever,42
890971913173991426,2017-07-28 16:27:12,Jax,13,None,11423,1957,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,34
890729181411237888,2017-07-28 00:22:40,None,13,None,63011,17982,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,56
890609185150312448,2017-07-27 16:25:51,Zoey,13,None,26905,4065,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish_Terrier,48
890240255349198849,2017-07-26 15:59:51,Cassie,14,Doggo,30831,7014,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,51
890006608113172480,2017-07-26 00:31:25,Koda,13,None,29646,6977,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,95
889880896479866881,2017-07-25 16:11:53,Bruno,13,None,26898,4746,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_Bulldog,37
889665388333682689,2017-07-25 01:55:32,None,13,Puppo,46474,9546,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,96
889638837579907072,2017-07-25 00:10:02,Ted,12,None,26172,4298,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_Bulldog,99
889531135344209921,2017-07-24 17:02:04,Stuart,13,Puppo,14612,2143,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden_Retriever,95
889278841981685760,2017-07-24 00:19:32,Oliver,13,None,24386,5114,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,62
888917238123831296,2017-07-23 00:22:39,Jim,12,None,28143,4294,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden_Retriever,71
888804989199671297,2017-07-22 16:56:37,Zeke,13,None,24705,4065,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden_Retriever,46
888554962724278272,2017-07-22 00:23:06,Ralphus,13,None,19149,3355,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_Husky,70
888078434458587136,2017-07-20 16:49:33,Gerald,12,None,21027,3311,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_Bulldog,99
887705289381826560,2017-07-19 16:06:48,Jeffrey,13,None,29167,5127,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,82
887473957103951883,2017-07-19 00:47:34,Canela,13,None,66552,17238,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,80
887343217045368832,2017-07-18 16:08:03,None,13,None,32523,9946,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_Hairless,33
887101392804085760,2017-07-18 00:07:08,None,12,None,29543,5681,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,73
886983233522544640,2017-07-17 16:17:36,Maya,13,None,33902,7352,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,79
886736880519319552,2017-07-16 23:58:41,Mingus,13,None,11609,3087,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,30
886366144734445568,2017-07-15 23:25:31,Roscoe,12,Pupper,20447,3040,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_Bulldog,99
886258384151887873,2017-07-15 16:17:19,Waffles,13,None,27028,6012,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,94
885984800019947520,2017-07-14 22:10:11,Jimbo,12,None,31496,6457,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_Spaniel,97
885528943205470208,2017-07-13 15:58:47,Maisey,13,None,34754,6123,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,36
885167619883638784,2017-07-12 16:03:00,None,13,None,21175,4180,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,81
884925521741709313,2017-07-12 00:01:00,Earl,12,None,74660,17322,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_Greyhound,25
884876753390489601,2017-07-11 20:47:12,Lola,13,None,26935,5340,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,82
884562892145688576,2017-07-11 00:00:02,Kevin,13,None,23480,4470,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,54
884441805382717440,2017-07-10 15:58:53,None,14,None,26113,5420,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,99
884162670584377345,2017-07-09 21:29:42,Yogi,12,Doggo,19674,2848,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_Shepherd,70
883838122936631299,2017-07-09 00:00:04,Noah,12,None,21130,3283,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,61
883482846933004288,2017-07-08 00:28:19,Bella,5,None,44384,9435,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden_Retriever,94
883360690899218434,2017-07-07 16:22:55,Grizzwald,13,Floofer,21927,3534,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,98
883117836046086144,2017-07-07 00:17:54,None,13,None,35904,6340,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden_Retriever,94
882992080364220416,2017-07-06 15:58:11,Rusty,13,None,23116,3735,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_Dog,46
882762694511734784,2017-07-06 00:46:41,Gus,12,Pupper,27331,4669,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_Retriever,85
882627270321602560,2017-07-05 15:48:34,Stanley,13,None,26990,5802,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,54
882268110199369728,2017-07-04 16:01:23,Alfy,13,None,43396,11050,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden_Retriever,76
881906580714921986,2017-07-03 16:04:48,Rey,12,None,23493,3246,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,29
881666595344535552,2017-07-03 00:11:11,Gary,13,None,48930,10181,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,52
881536004380872706,2017-07-02 15:32:16,None,14,Pupper,47763,15217,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,28
880872448815771648,2017-06-30 19:35:32,None,12,None,20569,3651,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,79
880465832366813184,2017-06-29 16:39:47,Bella,12,None,27550,5967,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden_Retriever,91
880221127280381952,2017-06-29 00:27:25,Jesse,12,None,26105,4026,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,23
880095782870896641,2017-06-28 16:09:20,None,11,None,26712,4147,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature_Pinscher,12
879862464715927552,2017-06-28 00:42:13,Romeo,13,None,21597,3333,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,81
879492040517615616,2017-06-27 00:10:17,Bailey,12,None,22676,3037,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_Short-Haired_Pointer,47
879415818425184262,2017-06-26 19:07:24,Duddles,13,None,102363,42303,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_Springer,38
879008229531029506,2017-06-25 16:07:47,Beau,13,None,18344,2571,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,96
878776093423087618,2017-06-25 00:45:22,Snoopy,13,Puppo,18765,3939,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_Greyhound,73
878281511006478336,2017-06-23 16:00:04,Shadow,13,None,7480,1230,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,32
878057613040115712,2017-06-23 01:10:23,Emmy,14,None,40690,6493,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_Bulldog,83
877736472329191424,2017-06-22 03:54:17,Aja,13,None,76969,18220,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_Retriever,83
877556246731214848,2017-06-21 15:58:08,Penny,12,None,21976,3653,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,99
877316821321428993,2017-06-21 00:06:44,Dante,13,None,26511,4962,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,50
877201837425926144,2017-06-20 16:29:50,Nelly,12,None,26243,5351,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,93
